anos;mes;informacion_mes
2011;Mayo;1 de mayo: en la Ciudad del Vaticano, el papa Benedicto XVI beatifica a su predecesor, el papa Juan Pablo II.
2011;Junio;1 de junio: movilización estudiantil en Chile de 2011: primera gran paralización nacional. En Santiago, la marcha concentra casi 20 000 personas.45​
2011;Septiembre;1 de septiembre: Tony Tan Keng Yam asume como presidente de Singapur.
2011;Octubre;5 de octubre: muere Steve Jobs, fundador de Apple.
2011;Noviembre;1 de noviembre: después del acuerdo alcanzado con la Unión Europea, el primer ministro de Grecia convoca en referéndum a sus conciudadanos para saber si están de acuerdo con las medidas para resolver la crisis de la deuda griega.115​
2011;Diciembre;1 de diciembre: Almazbek Atambáyev toma posesión del cargo como presidente de Kirguistán.
2011;Enero;8 de enero: Vicente de Dinamarca y Josefina de Dinamarca, miembros de la Familia Real Británica.
2010;Julio;"1 de julio:
Bélgica toma el relevo de España en la presidencia de turno semestral al frente de la Unión Europea.97​
En Pakistán dos suicidas cometen un atentado terrorista contra un importante santuario islámico sufí en la ciudad de Lahore, dejando al menos 43 muertos.98​"
2010;Agosto;5 de agosto: se produce un derrumbe en una mina situada cerca de la ciudad de Copiapó, Atacama, Chile, quedando atrapados treinta y tres mineros a setecientos metros de profundidad.104​
2010;Septiembre;4 de septiembre: En Santiago se inaugura tras una larga remodelación la primera etapa del Centro Cultural Gabriela Mistral (abreviado GAM), que ocupa las dependencias del antiguo Edificio Diego Portales, afectado por un incendio el 5 de marzo de 2006 y desde donde se proyectó su reconstrucción. Queda una segunda etapa del proyecto pendiente y se construiría el segundo semestre del 2015 (tras varias postergaciones).
2010;Noviembre;1 de noviembre: aparece muerto el joven colombiano Luis Andrés Colmenares, lo que da inicio al Caso Colmenares.
2010;Mayo;20 de mayo: Cosima Windsor, la hija del conde y la condesa de Úlster.
2010;Diciembre;29 de diciembre: Savannah Phillips, la primera hija de Peter Phillips, el nieto mayor de la Reina de Inglaterra, y Autumn Patricia Kelly.
2010;Premio Nadal;Lo que esconde tu nombre de Clara Sánchez.139​
2009;Enero;1 de enero: Eslovaquia se une a la zona euro, sumando así 16 estados.19​
2009;Marzo;1 de marzo: elecciones autonómicas al parlamento gallego.45​
2009;Abril;1 de abril: se lanza el canal TruTV en Latinoamérica en reemplazo del canal Retro.
2009;Mayo;1 de mayo: Suecia se convierte en el séptimo país en legalizar el matrimonio entre personas del mismo sexo.64​
2009;Julio;6 de julio: Dimite Alberto Saiz, director de los servicios secretos (CNI) de España, tras varios ataques y críticas a su gestión.
2009;Agosto;2 de agosto: en El Prat de Barcelona (España), se inaugura el Estadio Cornellà-El Prat.
2009;Septiembre;9 de septiembre: el vuelo 576 de Aeroméxico es secuestrado por cinco hombres, liderados por José Flores Pereira, que a las pocas horas son detenidos por las autoridades mexicanas, liberando a los pasajeros y a la tripulación, cuando el avión se encuentra aparcado en el aeropuerto de México.106​
2009;Octubre;3 de octubre: el Alakrana fue secuestrado por piratas a 413 millas de las costas del sur de Somalia cuando faenaba lejos de la zona protegida por la Operación Atalanta, pero dentro de la zona de seguridad en aguas internacionales. En su auxilio acudió la fragata Canarias, que zarpó el 10 de agosto de Rota (Cádiz) para incorporarse a la Operación Atalanta, junto con otras fuerzas españolas.
2009;Noviembre;1 de noviembre: el Estadio Corona, se despiden el juego entre Santos Laguna y los Pumas de la UNAM fue demolido.
2009;Diciembre;1 de diciembre: Lionel Messi gana su primer Balón de Oro superando en las votaciones a Cristiano Ronaldo y Xavi Hernández.
2009;Enero;18 de enero: Isabella Damla Güvenilir, actriz turca.
2009;Mayo;4 de mayo: Enrique de Dinamarca, el tercer hijo del Príncipe Joaquín, el primero con su segunda esposa la princesa Marie de Dinamarca.
2009;Junio;13 de junio: Tomiii 11, youtuber y estudiante chileno131​(f. 2021).
2009;Premio Nadal;"Ganadora: Esperadme en el cielo de Maruja Torres.134​
Finalista: Libro del amor esquivo de Rubén Abella.135​"
2008;Enero;1 de enero: en Venezuela se introduce como nueva moneda de curso legal el bolívar fuerte (Bs.F.).
2008;Febrero;2 de febrero: Se estrenó mundialmente la serie animada de Phineas y Ferb.
2008;Marzo;1 de marzo: se desata una crisis diplomática de Colombia con Ecuador y Venezuela tras la muerte de Raúl Reyes, miembro de las FARC, en territorio ecuatoriano.38​
2008;Abril;3 de abril: en Chile, la entonces Ministra de Educación de Chile, Yasna Provoste, es destituida de su cargo luego de que la Cámara de Diputados de Chile aprobara una acusación constitucional en su contra a raíz del Caso Subvenciones.51​
2008;Mayo;2 de mayo: el volcán chileno Chaitén entra en erupción, tras lo cual los habitantes de las comunas de Chaitén y Futaleufú deben ser evacuados.55​
2008;Junio;14 de junio: se inaugura la Exposición Internacional de Zaragoza, cuyo tema principal fue el agua y el desarrollo sostenible.68​
2008;Julio;2 de julio: la operación de rescate Jaque, llevada a cabo por las Fuerzas Militares de Colombia, consigue liberar a la excandidata presidencial Íngrid Betancourt y a 14 personas más que estaban secuestradas por las FARC.70​
2008;Agosto;1 de agosto: eclipse solar en el continente asiático.73​
2008;Septiembre;5 y 6 de septiembre: elecciones legislativas en Angola.87​
2008;Octubre;1 de octubre: en Japón, Matsushita Electric Ltd. pasa a llamarse Panasonic Corp.
2008;Noviembre;4 de noviembre: elecciones presidenciales en Estados Unidos, en las que resulta elegido el político demócrata Barack Obama, primer presidente afrodescendiente en la historia del país.100​
2008;Diciembre;1 de diciembre: la Luna, Venus, y Júpiter son visibles juntos en el firmamento, a simple vista, formando un extraño fenómeno astronómico, que se volverá a repetir dentro de 44 años.107​
2008;Abril;10 de abril: Isabella García, actriz colombiana.
2008;Junio;5 de junio: Fiorela Duranda, actriz argentina.
2008;Julio;4 de julio: Princesa Rayet Al Noor bint Al Hashim, segunda hija del príncipe Hashim bin Al Hussein y de su esposa la princesa Fahdah Hashim.
2008;Agosto;18 de agosto: Gordey Kolesov, ajedrecista ruso.
2008;Septiembre;18 de septiembre: Jackson Robert Scott, actor estadounidense.
2008;Premio Nadal;"Ganador: Francisco Casavella por Lo que sé de los vampiros.117​
Finalista: Eva Díaz Pérez por El Club de la Memoria.118​"
2007;Febrero;22 de febrero: Ana Paula Martínez, actriz mexicana.
2007;Marzo;5 de marzo: Eugenia de Borbón y Vargas, hija primogénita del pretendiente legitimista al trono de Francia, Luis Alfonso de Borbón.
2007;Abril;10 de abril: Ariadna de Orange-Nassau, la tercera hija del rey Guillermo Alejandro de los Países Bajos y de su esposa, la reina Máxima, y la octava nieta de la princesa Beatriz de los Países Bajos.
2007;Mayo;16 de mayo: Ivy George, actriz estadounidense.
2007;Junio;6 de junio: Aubrey Anderson-Emmons, actriz estadounidense.
2007;Enero;1 de enero: Werner Hollweg, tenor alemán (n. 1936).
2007;Febrero;1 de febrero: Feliciano Béjar, escultor plástico mexicano (n. 1920).
2007;Marzo;1 de marzo: Manuel Bento, futbolista portugués (n. 1948).
2007;Abril;1 de abril: Hans Filbinger, político alemán (n. 1913).
2007;Mayo;1 de mayo: David Lorenzo Magariño, escritor español (n. 1982).
2007;Junio;1 de junio: Jorge Boudon, actor autodidacta chileno (n. 1921).
2007;Julio;1 de julio: Guillermo Cabrera Álvarez, periodista y político cubano (n. 1943).
2007;Agosto;1 de agosto: Ryan Cox, ciclista sudafricano (n. 1979).
2007;Septiembre;3 de septiembre: Atilio Cremaschi, futbolista chileno (n. 1923).
2007;Octubre;2 de octubre: José Antonio Ríos Granados, político mexicano (n. 1958).
2007;Noviembre;1 de noviembre: Paul Tibbets, piloto estadounidense (n. 1915).
2007;Diciembre;1 de diciembre: Ken McGregor, tenista australiano (n. 1929).
2006;Enero;"1 de enero:
Entra en vigor en España la nueva ley antitabaco.2​
Australia abandona la OFC y pasa a ser miembro de la AFC.
Rusia corta el gas natural a Ucrania por una discusión de precios.3​"
2006;Enero;10 de enero Angelina Jordan cantante noruega
2006;Marzo;10 de marzo: Zoe Arévalo, actriz de cine, televisión y teatro peruano.
2006;Junio;3 de junio: Leonor de Orange-Nassau, la tercera hija del príncipe Constantino Cristóbal de los Países Bajos y de la princesa Lorenza, nieta de la princesa de los Países Bajos, Beatriz y de su difunto marido, Claus y sobrina de los actuales reyes de los Países Bajos, Guillermo Alejandro y Máxima.
2006;Agosto;14 de agosto: Kal So-won, actriz surcoreana.
2006;Septiembre;6 de septiembre: Hisahito, el menor y único varón del matrimonio de los Príncipes Akishino.
2006;Octubre;5 de octubre: Jacob Tremblay, actor canadiense.
2006;Noviembre;16 de noviembre: Mason Ramsey, cantante estadounidense.
2006;Diciembre;5 de diciembre: Knut, oso polar quien tras ser rechazado por su madre al nacer siendo criado por los trabajadores del zoológico (f. 2011).
2005;Enero;"1 de enero:En Perú ocurre el golpe conocido como: «Andahuaylazo». Antauro Humala, hermano del expresidente Ollanta Humala captura la comisaría de Andahuaylas. Hubo cuatro policías y un reservista muertos.Se cumple 5 años del temido efecto 2000 (Y2K), cuyo malestar tuvo al mundo en vilo, en especial a los programas informáticos que se iban a resetear a 1980, que después no representó un problema mayúsculo para el mundo."
2005;Febrero;"1 de febrero:Se descubre el gen que desencadena en el cerebro el inicio de la pubertad.Se descubre la proteína que provoca la resistencia a la insulina y, como consecuencia, el desencadenamiento de la diabetes mellitus tipo II.Se identifica, por primera vez, un mecanismo molecular en el hígado que se activa con las grasas saturadas de los alimentos, elevando la producción de colesterol LDL (el perjudicial) en la sangre.En Bruselas (Bélgica) es detenido Youssef Belhadj, presunto portavoz de Al Qaeda en EuropaEn Leganés (Madrid) la policía detiene a cuatro marroquíes, miembros de una misma familia, por su presunta relación con los atentados del 11-M.-La Asamblea Nacional francesa aprueba el proyecto de ley de reforma constitucional para salvar las incompatibilidades con la Constitución Europea."
2005;Marzo;"1 de marzo:La agrupación musical irlandesa Celtic Woman publica su álbum debut titulado homónimamente Celtic Woman. El álbum se mantuvo por 68 semanas en el #1 de las listas de World Music.-En Uruguay, Tabaré Vázquez asume la Presidencia de la República, siendo el primer gobierno de izquierda en la historia del país.Madrid registra la temperatura más baja en un día de marzo de los últimos 105 años, –5 °C en el Retiro.Un informe de la FAO concluye que la inanición amenaza la vida de más de 800 millones de personas en 36 países, 23 de ellos africanos.Se publica la primera prueba de que las alteraciones de la insulina cerebral están relacionadas con la enfermedad de Alzheimer."
2005;Mayo;5 de mayo: El Club Atlético Colón de la ciudad de Santa Fe, Argentina celebra 100 años de vida.
2005;Junio;"1 de junio:En el referéndum sobre la Constitución Europea celebrado en Países Bajos gana el «no» con un 60 %.En México Carlos Abascal Carranza fue Secretario del Trabajo y Previsión Social y ahora como nuevo Secretario de Gobernación en sustitución de Santiago Creel Miranda."
2005;Julio;"2 de julio:Se celebran nueve conciertos simultáneos en distintas ciudades del planeta (Live 8) para exigir el fin de la pobreza en el mundo, que también marcó el regreso temporal de Pink Floyd.En Utrecht (Países Bajos) finaliza el Mundial sub-20 y Argentina se corona campeón del mundo por quinta vez de esta categoría tras vencer a Nigeria por 2-1."
2005;Agosto;1 de agosto: la sonda MESSENGER de la NASA sobrevuela la Tierra para dirigirse al Sistema Solar interior.
2005;Septiembre;1 de septiembre: Sony Computer Entertainment lanza la PlayStation Portable (PSP).
2005;Octubre;1 de octubre: en Santa Ana (El Salvador) hace erupción el volcán Ilamatepec.
2005;Noviembre;2 de noviembre: en Madrid (España), el Congreso de los Diputados aprueba la admisión a trámite del nuevo Estatuto de Autonomía de Cataluña con el apoyo de todos los grupos excepto el PP que el mismo día presentó un recurso de inconstitucionalidad.
2005;Diciembre;4 de diciembre: en Venezuela se celebran elecciones parlamentarias.
2005;Enero;1 de enero: Princesa María Chiara, Duquesa de Capri, hija menor del Príncipe Carlos de Borbón-Dos Sicilias, duque de Castro, y Princesa Camilla de Borbón de las Dos Sicilias.
2005;Febrero;Febrero: Alma Deutscher, compositora inglesa.
2005;Marzo;11 de marzo: Riley Ann Sawyers, víctima de abuso. (f. 2007).
2005;Abril;8 de abril: Leah Isadora Behn, la segunda hija de la princesa Marta Luisa de Noruega y su exmarido, el escritor Ari Behn.
2005;Junio;5 de junio: Irene Urdangarin y Borbón, hija menor de la Infanta Cristina, sexto nieto de los Reyes de España.
2005;Agosto;9 de agosto: Caylee Anthony, víctima de muerte. (f. 2008).
2005;Septiembre;10 de septiembre: Gabriel Bateman, actor estadounidense
2005;Octubre;4 de octubre: Manuel de Bélgica, hijo del rey Felipe de Bélgica.
2005;Noviembre;16 de noviembre: Mariam Mamadashvili, cantante georgiana.
2005;Diciembre;3 de diciembre: Sverre Magnus de Noruega, el segundo hijo del príncipe heredero Haakon de Noruega y su esposa, la princesa Mette-Marit.
